id	parentID	kingdom	phylum	class	order	family	scientificName	rank	status
2608		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis	genus	accepted
2609		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis arvensis	species	accepted
2610		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis discolor	species	accepted
2611		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis ramosissima	species	accepted
2612		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis scorpioides subsp. scorpioides	subspecies	accepted
2613		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis stricta	species	accepted
2614		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Myosotis sylvatica	species	accepted
2615		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Myosurus	genus	accepted
2616		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Myosurus minimus	species	accepted
2618		Plantae	Tracheophyta	Spermatopsida	Fagales	Myricaceae	Myrica gale	species	accepted
2619		Plantae	Tracheophyta	Spermatopsida	Fagales	Myricaceae	Myricaceae	family	accepted
2620		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Haloragaceae	Myriophyllum	genus	accepted
2621		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Haloragaceae	Myriophyllum alterniflorum	species	accepted
2622		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Haloragaceae	Myriophyllum heterophyllum	species	accepted
2623		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Haloragaceae	Myriophyllum spicatum	species	accepted
2624		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Haloragaceae	Myriophyllum verticillatum	species	accepted
2625		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Myrrhis	genus	accepted
2628		Plantae	Tracheophyta	Spermatopsida	Myrtales	Myrtaceae	Myrtus communis	species	accepted
2629		Plantae	Tracheophyta	Spermatopsida	Alismatales	Hydrocharitaceae	Najadaceae	family	accepted
2630		Plantae	Tracheophyta	Spermatopsida	Alismatales	Hydrocharitaceae	Najas	genus	accepted
2631		Plantae	Tracheophyta	Spermatopsida	Alismatales	Hydrocharitaceae	Najas marina	species	accepted
2632		Plantae	Tracheophyta	Spermatopsida	Alismatales	Hydrocharitaceae	Najas minor	species	accepted
2638		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Narcissus x medioluteus	species	accepted
2639		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Nardus	genus	accepted
2640		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Nardus stricta	species	accepted
2641		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Narthecium	genus	accepted
2642		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Nemesia melissaefolia	species	accepted
2643		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Neottia	genus	accepted
2644		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Neottia nidus-avis	species	accepted
2645		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Nepeta	genus	accepted
2646		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Nepeta cataria	species	accepted
2647		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Nepeta racemosa	species	accepted
2648		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Neslia	genus	accepted
2649		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Neslia paniculata	species	accepted
2650		Plantae	Tracheophyta	Spermatopsida	Solanales	Solanaceae	Nicandra	genus	accepted
2651		Plantae	Tracheophyta	Spermatopsida	Solanales	Solanaceae	Nicandra physalodes	species	accepted
2655		Plantae	Tracheophyta	Spermatopsida	Solanales	Solanaceae	Nicotiana tabacum	species	accepted
2656		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Nigella	genus	accepted
2658		Plantae	Charophyta	Charophyceae	Ranunculales	Ranunculaceae	Nigella damascena	species	accepted
2659		Plantae	Charophyta	Charophyceae	Charales	Characeae	Nitella	genus	accepted
2660		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nonea lutea	species	accepted
2661		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nuphar	genus	accepted
2662		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nuphar lutea	species	accepted
2663		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nymphaea	genus	accepted
2664		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nymphaea alba	species	accepted
2665		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nymphaea candida	species	accepted
2666		Plantae	Tracheophyta	Spermatopsida	ANITA-groep	Nymphaeaceae	Nymphaeaceae	family	accepted
2667		Plantae	Tracheophyta	Spermatopsida	Asterales	Menyanthaceae	Nymphoides	genus	accepted
2668		Plantae	Tracheophyta	Spermatopsida	Asterales	Menyanthaceae	Nymphoides peltata	species	accepted
2670		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Ocimum basilicum	species	accepted
2671		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Odontites vernus subsp. vernus	subspecies	accepted
2672		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe	genus	accepted
2673		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe aquatica	species	accepted
2674		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe crocata	species	accepted
2675		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe fistulosa	species	accepted
2676		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe lachenalii	species	accepted
2677		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe peucedanifolia	species	accepted
2678		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe pimpinelloides	species	accepted
2679		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Oenanthe silaifolia	species	accepted
2680		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Oenothera	genus	accepted
2681		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Oenothera deflexa	species	accepted
2682		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Oenothera glazioviana	species	accepted
2683		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Oenothera oakesiana	species	accepted
2685		Plantae	Tracheophyta	Spermatopsida	Lamiales	Oleaceae	Olea europaea	species	accepted
2686		Plantae	Tracheophyta	Spermatopsida	Lamiales	Oleaceae	Oleaceae	family	accepted
2687		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Omphalodes	genus	accepted
2688		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Omphalodes verna	species	accepted
2689		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Onagraceae	family	accepted
2690		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Onobrychis	genus	accepted
2691		Plantae	Tracheophyta	Pteropsida	Fabales	Fabaceae	Onobrychis viciifolia	species	accepted
2692		Plantae	Tracheophyta	Pteropsida	Filicales	Woodsiaceae	Onoclea	genus	accepted
2693		Plantae	Tracheophyta	Spermatopsida	Filicales	Woodsiaceae	Onoclea sensibilis	species	accepted
2694		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Ononis	genus	accepted
2695		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Ononis repens subsp. spinosa	subspecies	accepted
2696		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Onopordum	genus	accepted
2697		Plantae	Tracheophyta	Pteropsida	Asterales	Asteraceae	Onopordum acanthium	species	accepted
2698		Plantae	Tracheophyta	Pteropsida	Ophioglossales	Ophioglossaceae	Ophioglossaceae	family	accepted
2699		Plantae	Tracheophyta	Pteropsida	Ophioglossales	Ophioglossaceae	Ophioglossum	genus	accepted
2700		Plantae	Tracheophyta	Pteropsida	Ophioglossales	Ophioglossaceae	Ophioglossum azoricurn	species	accepted
2701		Plantae	Tracheophyta	Spermatopsida	Ophioglossales	Ophioglossaceae	Ophioglossum vulgatum	species	accepted
2702		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Ophrys	genus	accepted
2703		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Ophrys apifera	species	accepted
2704		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Ophrys insectifera	species	accepted
2705		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Ophrys sphegodes	species	accepted
2706		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchidaceae	family	accepted
2707		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis	genus	accepted
2708		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis coriophora	species	accepted
2709		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis mascula	species	accepted
2710		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis militaris	species	accepted
2711		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis morio	species	accepted
2712		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis purpurea	species	accepted
2713		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Orchis simia	species	accepted
2714		Plantae	Tracheophyta	Pteropsida	Asparagales	Orchidaceae	Orchis ustulata	species	accepted
2715		Plantae	Tracheophyta	Pteropsida	Filicales	Thelypteridaceae	Oreopteris	genus	accepted
2716		Plantae	Tracheophyta	Spermatopsida	Filicales	Thelypteridaceae	Oreopteris limbosperma	species	accepted
2718		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Origanum majorana	species	accepted
2719		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Origanum vulgare	species	accepted
2720		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Orlaya	genus	accepted
2721		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Orlaya grandiflora	species	accepted
2722		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Ornithogalum	genus	accepted
2723		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Ornithogalum nutans	species	accepted
2724		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Ornithogalum pyramidale	species	accepted
2725		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Ornithogalum umbellatum subsp. umbellatum	subspecies	accepted
2726		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Ornithopus	genus	accepted
2727		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Ornithopus perpusillus	species	accepted
2728		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Ornithopus sativus	species	accepted
2729		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanchaceae	family	accepted
2730		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche	genus	accepted
2731		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche elatior	species	accepted
2732		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche hederae	species	accepted
2733		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche lutea	species	accepted
2734		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche minor	species	accepted
2735		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche picridis	species	accepted
2736		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche purpurea	species	accepted
2737		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche ramosa	species	accepted
2738		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche rapum-genistae	species	accepted
2739		Plantae	Tracheophyta	Spermatopsida	Lamiales	Orobanchaceae	Orobanche reticulata	species	accepted
2740		Plantae	Tracheophyta	Spermatopsida	Ericales	Ericaceae	Orthilia	genus	accepted
2741		Plantae	Tracheophyta	Spermatopsida	Ericales	Ericaceae	Orthilia secunda	species	accepted
2743		Plantae	Tracheophyta	Pteropsida	Poales	Poaceae	Oryza sativa	species	accepted
2744		Plantae	Tracheophyta	Pteropsida	Filicales	Osmundaceae	Osmunda	genus	accepted
2745		Plantae	Tracheophyta	Pteropsida	Filicales	Osmundaceae	Osmunda regalis	species	accepted
2746		Plantae	Tracheophyta	Spermatopsida	Filicales	Osmundaceae	Osmundaceae	family	accepted
2747		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalidaceae	family	accepted
2748		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalis	genus	accepted
2749		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalis acetosella	species	accepted
2750		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalis corniculata	species	accepted
2751		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalis dillenii	species	accepted
2752		Plantae	Tracheophyta	Spermatopsida	Oxalidales	Oxalidaceae	Oxalis stricta	species	accepted
2753		Plantae	Tracheophyta	Spermatopsida	Buxales	Buxaceae	Pachysandra	genus	accepted
2754		Plantae	Tracheophyta	Spermatopsida	Buxales	Buxaceae	Pachysandra terminalis	species	accepted
2755		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Panicum	genus	accepted
2756		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Panicum capillare	species	accepted
2758		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Panicum miliaceum	species	accepted
2759		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Panicum schinzii	species	accepted
2760		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver	genus	accepted
2761		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver argemone	species	accepted
2762		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver atlanticum	species	accepted
2763		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver dubium	species	accepted
2764		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver orientale	species	accepted
2766		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver somniferum subsp. somniferum	subspecies	accepted
2767		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaver x exspectatum	species	accepted
2768		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Papaveraceae	family	accepted
2769		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Parapholis	genus	accepted
2770		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Parapholis strigosa	species	accepted
2771		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Parentucellia	genus	accepted
2772		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Parentucellia viscosa	species	accepted
2773		Plantae	Tracheophyta	Spermatopsida	Rosales	Urticaceae	Parietaria	genus	accepted
2774		Plantae	Tracheophyta	Spermatopsida	Rosales	Urticaceae	Parietaria judaica	species	accepted
2775		Plantae	Tracheophyta	Spermatopsida	Rosales	Urticaceae	Parietaria officinalis	species	accepted
2776		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Paris	genus	accepted
2777		Plantae	Tracheophyta	Spermatopsida	Liliales	Liliaceae	Paris quadrifolia	species	accepted
2778		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Saxifragaceae	Parnassia	genus	accepted
2779		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Saxifragaceae	Parnassia palustris	species	accepted
2780		Plantae	Tracheophyta	Spermatopsida	Vitales	Vitaceae	Parthenocissus	genus	accepted
2781		Plantae	Tracheophyta	Spermatopsida	Vitales	Vitaceae	Parthenocissus inserta	species	accepted
2782		Plantae	Tracheophyta	Spermatopsida	Vitales	Vitaceae	Parthenocissus quinquefolia	species	accepted
2783		Plantae	Tracheophyta	Spermatopsida	Vitales	Vitaceae	Parthenocissus tricuspidata	species	accepted
2786		Plantae	Tracheophyta	Spermatopsida	Lamiales	Pauwloniaceae	Paulownia tomentosa	species	accepted
2787		Plantae	Tracheophyta	Spermatopsida	Lamiales	Pedaliaceae	Pedaliaceae	family	accepted
2788		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Pedicularis	genus	accepted
2789		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Pedicularis palustris	species	accepted
2790		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Pedicularis sylvatica	species	accepted
2791		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Pentaglottis	genus	accepted
2792		Plantae	Tracheophyta	Spermatopsida	Boraginales	Boraginaceae	Pentaglottis sempervirens	species	accepted
2793		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Polygonaceae	Persicaria bistorta	species	accepted
2794		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Polygonaceae	Persicaria mitis	species	accepted
2795		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Polygonaceae	Persicaria wallichii	species	accepted
2796		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Petasites	genus	accepted
2797		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Petasites albus	species	accepted
2798		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Petasites hybridus	species	accepted
2799		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Petasites japonicus	species	accepted
2800		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Petrorhagia prolifera	species	accepted
2804		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Petroselinum segetum	species	accepted
2805		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Peucedanum	genus	accepted
2806		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Peucedanum carvifolia	species	accepted
2807		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Peucedanum officinale	species	accepted
2810		Plantae	Tracheophyta	Spermatopsida	Boraginales	Hydrophyllaceae	Phacelia tanacetifolia	species	accepted
2811		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phalaris	genus	accepted
2812		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phalaris arundinacea	species	accepted
2816		Plantae	Tracheophyta	Pteropsida	Fabales	Fabaceae	Phaseolus vulgaris	species	accepted
2817		Plantae	Tracheophyta	Spermatopsida	Filicales	Thelypteridaceae	Phegopteris connectilis	species	accepted
2818		Plantae	Tracheophyta	Spermatopsida	Sapindales	Rutaceae	Phellodendron	genus	accepted
2823		Plantae	Tracheophyta	Spermatopsida	Cornales	Hydrangeaceae	Philadelphus pubescens	species	accepted
2824		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phleum	genus	accepted
2825		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phleum arenarium	species	accepted
2826		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phleum pratense subsp. serotinum	subspecies	accepted
2828		Plantae	Tracheophyta	Spermatopsida	Arecales	Arecaceae	Phoenix dactylifera	species	accepted
2829		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phragmites	genus	accepted
2830		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Phragmites australis	species	accepted
2832		Plantae	Tracheophyta	Spermatopsida	Solanales	Solanaceae	Physalis alkekengi	species	accepted
2833		Plantae	Tracheophyta	Spermatopsida	Rosales	Rosaceae	Physocarpus	genus	accepted
2834		Plantae	Tracheophyta	Spermatopsida	Rosales	Rosaceae	Physocarpus opulifolius	species	accepted
2838		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Phytolaccaceae	Phytolacca esculenta	species	accepted
2839		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Phytolaccaceae	Phytolaccaceae	family	accepted
2840		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea	genus	accepted
2841		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea abies	species	accepted
2842		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea omorika	species	accepted
2843		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea orientalis	species	accepted
2844		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea pungens	species	accepted
2845		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Picea sitchensis	species	accepted
2846		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Picris	genus	accepted
2847		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Picris echioides	species	accepted
2848		Plantae	Tracheophyta	Pteropsida	Asterales	Asteraceae	Picris hieracioides	species	accepted
2849		Plantae	Tracheophyta	Pteropsida	Filicales	Marsileaceae	Pilularia	genus	accepted
2851		Plantae	Tracheophyta	Spermatopsida	Myrtales	Myrtaceae	Pimenta dioica	species	accepted
2853		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Pimpinella anisum	species	accepted
2854		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Pimpinella major	species	accepted
2855		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Pimpinella saxifraga	species	accepted
2856		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinaceae	family	accepted
2857		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lentibulariaceae	Pinguicula	genus	accepted
2858		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lentibulariaceae	Pinguicula vulgaris	species	accepted
2859		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus	genus	accepted
2860		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus banksiana	species	accepted
2861		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus contorta	species	accepted
2862		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus mugo	species	accepted
2863		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus nigra	species	accepted
2864		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus nigra var. maritima	variety	accepted
2865		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus nigra var. nigra	variety	accepted
2867		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus pinea	species	accepted
2868		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus rigida	species	accepted
2869		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus strobus	species	accepted
2870		Plantae	Tracheophyta	Spermatopsida	Coniferales	Pinaceae	Pinus sylvestris	species	accepted
2872		Plantae	Tracheophyta	Spermatopsida	Piperales	Piperaceae	Piper nigrum	species	accepted
2873		Plantae	Tracheophyta	Spermatopsida	Piperales	Piperaceae	Piperaceae	family	accepted
2875		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Pisum sativum	species	accepted
2877		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantaginaceae	family	accepted
2878		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago	genus	accepted
2879		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago arenaria	species	accepted
2880		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago coronopus	species	accepted
2881		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago lanceolata	species	accepted
2882		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago major subsp. major	subspecies	accepted
2883		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago maritima	species	accepted
2884		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Plantago media	species	accepted
2885		Plantae	Tracheophyta	Spermatopsida	Proteales	Platanaceae	Platanaceae	family	accepted
2886		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Platanthera	genus	accepted
2887		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Platanthera montana	species	accepted
2888		Plantae	Tracheophyta	Spermatopsida	Proteales	Platanaceae	Platanus hispanica	species	accepted
2889		Plantae	Tracheophyta	Spermatopsida	Proteales	Platanaceae	Platanus orientalis	species	accepted
2890		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Plumbaginaceae	Plumbaginaceae	family	accepted
2891		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa annua	species	accepted
2892		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa bulbosa	species	accepted
2893		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa bulbosa var. bulbosa	variety	accepted
2894		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa bulbosa var. vivipara	variety	accepted
2895		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa chaixii	species	accepted
2896		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa compressa	species	accepted
2897		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa nemoralis	species	accepted
2898		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa palustris	species	accepted
2899		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa pratensis	species	accepted
2900		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poa trivialis	species	accepted
2901		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Poaceae	family	accepted
2902		Plantae	Tracheophyta	Spermatopsida	Ericales	Polemoniaceae	Polemoniaceae	family	accepted
2904		Plantae	Tracheophyta	Spermatopsida	Ericales	Polemoniaceae	Polemonium caeruleum	species	accepted
2905		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Polycnemum	genus	accepted
2906		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Polycnemum arvense	species	accepted
2907		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Polycnemum majus	species	accepted
2908		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala	genus	accepted
2909		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala comosa	species	accepted
2910		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala serpyllifolia	species	accepted
2911		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala vulgaris	species	accepted
2912		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala vulgaris var. dunensis	variety	accepted
2913		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygala vulgaris var. vulgaris	variety	accepted
2914		Plantae	Tracheophyta	Spermatopsida	Fabales	Polygalaceae	Polygalaceae	family	accepted
2915		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Polygonaceae	Polygonaceae	family	accepted
