id	parentID	kingdom	phylum	class	order	family	scientificName	rank	status
1377		Plantae	Tracheophyta	Spermatopsida	Cucurbitales	Cucurbitaceae	Bryonia	genus	accepted
1378		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Buddleja	genus	accepted
1380		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Bunias	genus	accepted
1381		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Bunias orientalis	species	accepted
1382		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bunium	genus	accepted
1383		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bunium bulbocastanum	species	accepted
1384		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bupleurum	genus	accepted
1385		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bupleurum rotundifolium	species	accepted
1386		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bupleurum subovatum	species	accepted
1387		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Bupleurum tenuissimum	species	accepted
1388		Plantae	Tracheophyta	Spermatopsida	Alismatales	Butomaceae	Butomaceae	family	accepted
1389		Plantae	Tracheophyta	Spermatopsida	Alismatales	Butomaceae	Butomus	genus	accepted
1390		Plantae	Tracheophyta	Spermatopsida	Alismatales	Butomaceae	Butomus umbellatus	species	accepted
1391		Plantae	Tracheophyta	Spermatopsida	Buxales	Buxaceae	Buxaceae	family	accepted
1392		Plantae	Tracheophyta	Spermatopsida	Buxales	Buxaceae	Buxus	genus	accepted
1394		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cakile	genus	accepted
1395		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cakile maritima	species	accepted
1396		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Calamagrostis	genus	accepted
1397		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Calamagrostis canescens	species	accepted
1398		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Calamagrostis epigejos	species	accepted
1399		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Calamagrostis pseudophragmites	species	accepted
1400		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Calammophila (x-)	species	accepted
1401		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	x Calammophila baltica	species	accepted
1402		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Calendula	genus	accepted
1405		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Calepina	genus	accepted
1406		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Calepina irregularis	species	accepted
1407		Plantae	Tracheophyta	Spermatopsida	Alismatales	Araceae	Calla	genus	accepted
1408		Plantae	Tracheophyta	Spermatopsida	Alismatales	Araceae	Calla palustris	species	accepted
1409		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche	genus	accepted
1410		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche brutia	species	accepted
1411		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche cophocarpa	species	accepted
1412		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche hermaphroditica	species	accepted
1413		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche obtusangula	species	accepted
1414		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche palustris	species	accepted
1415		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche platycarpa	species	accepted
1416		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche stagnalis	species	accepted
1417		Plantae	Tracheophyta	Spermatopsida	Lamiales	Plantaginaceae	Callitriche truncata	species	accepted
1418		Plantae	Tracheophyta	Spermatopsida	Ericales	Ericaceae	Calluna	genus	accepted
1419		Plantae	Tracheophyta	Spermatopsida	Ericales	Ericaceae	Calluna vulgaris	species	accepted
1420		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Caltha	genus	accepted
1421		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Caltha palustris	species	accepted
1422		Plantae	Tracheophyta	Spermatopsida	Solanales	Convolvulaceae	Calystegia	genus	accepted
1423		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Camelina	genus	accepted
1425		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula	genus	accepted
1427		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula glomerata	species	accepted
1428		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula latifolia	species	accepted
1429		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula medium	species	accepted
1430		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula patula	species	accepted
1431		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula persicifolia	species	accepted
1434		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula rapunculoides	species	accepted
1435		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula rapunculus	species	accepted
1436		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula rhomboidalis	species	accepted
1437		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula rotundifolia	species	accepted
1438		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanula trachelium	species	accepted
1439		Plantae	Tracheophyta	Spermatopsida	Asterales	Campanulaceae	Campanulaceae	family	accepted
1440		Plantae	Tracheophyta	Spermatopsida	Rosales	Cannabaceae	Cannabaceae	family	accepted
1441		Plantae	Tracheophyta	Spermatopsida	Rosales	Cannabaceae	Cannabis	genus	accepted
1444		Plantae	Tracheophyta	Spermatopsida	Dipsacales	Caprifoliaceae	Caprifoliaceae	family	accepted
1445		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Capsella	genus	accepted
1446		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Capsella bursa-pastoris	species	accepted
1447		Plantae	Tracheophyta	Spermatopsida	Solanales	Solanaceae	Capsicum	genus	accepted
1449		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine	genus	accepted
1450		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine amara	species	accepted
1451		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine corymbosa	species	accepted
1452		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine flexuosa	species	accepted
1453		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine hirsuta	species	accepted
1454		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine impatiens	species	accepted
1455		Plantae	Tracheophyta	Spermatopsida	Brassicales	Brassicaceae	Cardamine pratensis	species	accepted
1456		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carduus	genus	accepted
1457		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carduus acanthoides	species	accepted
1458		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carduus crispus	species	accepted
1459		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carduus nutans	species	accepted
1460		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carduus tenuiflorus	species	accepted
1461		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex	genus	accepted
1462		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex (bicarpellate)	pending	accepted
1463		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex (tricarpellate)	species	accepted
1464		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex acuta	species	accepted
1465		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex acutiformis	species	accepted
1466		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex appropinquata	species	accepted
1467		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex aquatilis	species	accepted
1468		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex arenaria	species	accepted
1469		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex brizoides	species	accepted
1470		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex buxbaumii	species	accepted
1471		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex caryophyllea	species	accepted
1472		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex cespitosa	species	accepted
1473		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex chordorrhiza	species	accepted
1474		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex crawfordii	species	accepted
1475		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex curta	species	accepted
1476		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex diandra	species	accepted
1477		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex digitata	species	accepted
1478		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex dioica	species	accepted
1479		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex distans	species	accepted
1480		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex disticha	species	accepted
1481		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex divisa	species	accepted
1482		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex divulsa	species	accepted
1483		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex echinata	species	accepted
1484		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex elongata	species	accepted
1485		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex ericetorum	species	accepted
1486		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex extensa	species	accepted
1487		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex flacca	species	accepted
1488		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex flava	species	accepted
1489		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex hartmanii	species	accepted
1490		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex hirta	species	accepted
1491		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex hostiana	species	accepted
1492		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex laevigata	species	accepted
1493		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex lasiocarpa	species	accepted
1494		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex lepidocarpa	species	accepted
1495		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex ligerica	species	accepted
1496		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex limosa	species	accepted
1497		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex muricata	species	accepted
1498		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex nigra	species	accepted
1499		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex ovalis	species	accepted
1500		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex pallescens	species	accepted
1501		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex panicea	species	accepted
1502		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex paniculata	species	accepted
1503		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex pendula	species	accepted
1504		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex pilulifera	species	accepted
1505		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex praecox	species	accepted
1506		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex pseudocyperus	species	accepted
1507		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex pulicaris	species	accepted
1508		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex punctata	species	accepted
1509		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex reichenbachii	species	accepted
1510		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex remota	species	accepted
1511		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex riparia	species	accepted
1512		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex rostrata	species	accepted
1513		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sect. Acutae	section	accepted
1514		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sect. Flavae	section	accepted
1515		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sect. Hirtae	section	accepted
1516		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sect. Paniculatae	section	accepted
1517		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sect. Vulpinae	section	accepted
1518		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex spicata	species	accepted
1519		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex strigosa	species	accepted
1520		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex subg. Carex	subgenus	accepted
1521		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex subg. Vignea	subgenus	accepted
1522		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex sylvatica	species	accepted
1523		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex tomentosa	species	accepted
1524		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex trinervis	species	accepted
1525		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex vesicaria	species	accepted
1526		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex vulpina	species	accepted
1527		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Carex vulpinoidea	species	accepted
1528		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carlina	genus	accepted
1529		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carlina vulgaris	species	accepted
1530		Plantae	Tracheophyta	Spermatopsida	Fagales	Betulaceae	Carpinus	genus	accepted
1531		Plantae	Tracheophyta	Spermatopsida	Fagales	Betulaceae	Carpinus betulus	species	accepted
1532		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Carthamus	genus	accepted
1534		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Carum	genus	accepted
1536		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Carum verticillatum	species	accepted
1538		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Caryophyllaceae	family	accepted
1539		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Cassia europaea	species	accepted
1540		Plantae	Tracheophyta	Spermatopsida	Fagales	Fagaceae	Castanea	genus	accepted
1542		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Catabrosa	genus	accepted
1543		Plantae	Tracheophyta	Spermatopsida	Poales	Poaceae	Catabrosa aquatica	species	accepted
1545		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Caucalis	genus	accepted
1546		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Caucalis platycarpos	species	accepted
1547		Plantae	Tracheophyta	Spermatopsida	Celastrales	Celastraceae	Celastraceae	family	accepted
1548		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea	genus	accepted
1549		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea calcitrapa	species	accepted
1550		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea cyanus	species	accepted
1551		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea jacea	species	accepted
1552		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea montana	species	accepted
1553		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea scabiosa	species	accepted
1554		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea solstitialis	species	accepted
1555		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Centaurea stoebe	species	accepted
1556		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Centaurium	genus	accepted
1557		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Centaurium erythraea	species	accepted
1558		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Centaurium littorale	species	accepted
1559		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Centaurium pulchellum	species	accepted
1560		Plantae	Tracheophyta	Spermatopsida	Dipsacales	Caprifoliaceae	Centranthus	genus	accepted
1561		Plantae	Tracheophyta	Spermatopsida	Dipsacales	Caprifoliaceae	Centranthus ruber	species	accepted
1562		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Cephalanthera	genus	accepted
1563		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Cephalanthera damasonium	species	accepted
1564		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Cephalanthera longifolia	species	accepted
1565		Plantae	Tracheophyta	Spermatopsida	Asparagales	Orchidaceae	Cephalanthera rubra	species	accepted
1566		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium	genus	accepted
1567		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium arvense	species	accepted
1568		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium brachypetalum	species	accepted
1569		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium diffusum	species	accepted
1570		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium fontanum	species	accepted
1571		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium glomeratum	species	accepted
1572		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium glutinosum	species	accepted
1573		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium pumilum	species	accepted
1574		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium semidecandrum	species	accepted
1575		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Caryophyllaceae	Cerastium tomentosum	species	accepted
1576		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Ceratocapnos	genus	accepted
1577		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Ceratocapnos claviculata	species	accepted
1578		Plantae	Tracheophyta	Spermatopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllaceae	family	accepted
1579		Plantae	Tracheophyta	Spermatopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum	genus	accepted
1580		Plantae	Tracheophyta	Spermatopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum demersum	species	accepted
1581		Plantae	Tracheophyta	Spermatopsida	Ceratophyllales	Ceratophyllaceae	Ceratophyllum submersum	species	accepted
1583		Plantae	Tracheophyta	Pteropsida	Filicales	Aspleniaceae	Ceterach	genus	accepted
1584		Plantae	Tracheophyta	Spermatopsida	Lamiales	Scrophulariaceae	Chaenorhinum origanifolium	species	accepted
1585		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Chaerophyllum	genus	accepted
1586		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Chaerophyllum aureum	species	accepted
1587		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Chaerophyllum bulbosum	species	accepted
1588		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Chaerophyllum temulum	species	accepted
1589		Plantae	Tracheophyta	Spermatopsida	Coniferales	Cupressaceae	Chamaecyparis	genus	accepted
1590		Plantae	Tracheophyta	Spermatopsida	Coniferales	Cupressaceae	Chamaecyparis lawsoniana	species	accepted
1591		Plantae	Tracheophyta	Spermatopsida	Coniferales	Cupressaceae	Chamaecyparis nootkatensis	species	accepted
1592		Plantae	Tracheophyta	Charophyceae	Charales	Characeae	Chara	genus	accepted
1593		Plantae	Tracheophyta	Charophyceae	Charales	Characeae	Characeae	family	accepted
1594		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Chelidonium	genus	accepted
1595		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Papaveraceae	Chelidonium majus	species	accepted
1596		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodiaceae	family	accepted
1597		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium	genus	accepted
1598		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium album	species	accepted
1599		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium ambrosioides	species	accepted
1600		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium berlandieri	species	accepted
1601		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium bonus-henricus	species	accepted
1602		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium botrys	species	accepted
1603		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium capitatum	species	accepted
1604		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium chenopodioides	species	accepted
1605		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium ficifolium	species	accepted
1606		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium foliosum	species	accepted
1607		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium glaucum	species	accepted
1608		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium hybridum	species	accepted
1609		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium murale	species	accepted
1610		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium polyspermum	species	accepted
1611		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium pumilio	species	accepted
1613		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium rubrum	species	accepted
1614		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium schraderianum	species	accepted
1615		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Amaranthaceae	Chenopodium vulvaria	species	accepted
1616		Plantae	Tracheophyta	Spermatopsida	Asparagales	Asparagaceae	Chionodoxa	genus	accepted
1617		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Chondrilla	genus	accepted
1618		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Chondrilla juncea	species	accepted
1619		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Chrysanthemum	genus	accepted
1620		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Chrysanthemum segetum	species	accepted
1621		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Saxifragaceae	Chrysosplenium	genus	accepted
1622		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Saxifragaceae	Chrysosplenium alternifolium	species	accepted
1623		Plantae	Tracheophyta	Spermatopsida	Saxifragales	Saxifragaceae	Chrysosplenium oppositifolium	species	accepted
1624		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Cicendia	genus	accepted
1625		Plantae	Tracheophyta	Spermatopsida	Gentianales	Gentianaceae	Cicendia filiformis	species	accepted
1626		Plantae	Tracheophyta	Spermatopsida	Fabales	Fabaceae	Cicer	genus	accepted
1628		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cichorium	genus	accepted
1630		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cichorium intybus	species	accepted
1631		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Cicuta	genus	accepted
1632		Plantae	Tracheophyta	Spermatopsida	Apiales	Apiaceae	Cicuta virosa	species	accepted
1634		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Circaea	genus	accepted
1635		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Circaea alpina	species	accepted
1636		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Circaea lutetiana	species	accepted
1637		Plantae	Tracheophyta	Spermatopsida	Myrtales	Onagraceae	Circaea x intermedia	species	accepted
1638		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium	genus	accepted
1639		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium arvense	species	accepted
1640		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium dissectum	species	accepted
1641		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium eriophorum	species	accepted
1642		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium oleraceum	species	accepted
1643		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium palustre	species	accepted
1644		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium vulgare	species	accepted
1645		Plantae	Tracheophyta	Spermatopsida	Asterales	Asteraceae	Cirsium x forsteri	species	accepted
1646		Plantae	Tracheophyta	Spermatopsida	Malvales	Cistaceae	Cistaceae	family	accepted
1650		Plantae	Tracheophyta	Spermatopsida	Malvales	Cistaceae	Cistus incanus	species	accepted
1652		Plantae	Tracheophyta	Spermatopsida	Cucurbitales	Cucurbitaceae	Citrullus	genus	accepted
1657		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Cladium	genus	accepted
1658		Plantae	Tracheophyta	Spermatopsida	Poales	Cyperaceae	Cladium mariscus	species	accepted
1659		Plantae	Tracheophyta			Clavicipitaceae	Claviceps	genus	accepted
1660		Plantae	Tracheophyta			Clavicipitaceae	Claviceps purpurea	species	accepted
1661		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Portulacaceae	Claytonia	genus	accepted
1662		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Portulacaceae	Claytonia perfoliata	species	accepted
1663		Plantae	Tracheophyta	Spermatopsida	Caryophyllales	Portulacaceae	Claytonia sibirica	species	accepted
1664		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Clematis	genus	accepted
1665		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Clematis vitalba	species	accepted
1666		Plantae	Tracheophyta	Spermatopsida	Ranunculales	Ranunculaceae	Clematis viticella	species	accepted
1667		Plantae	Tracheophyta	Spermatopsida	Ericales	Clethraceae	Clethra	genus	accepted
1668		Plantae	Tracheophyta	Spermatopsida	Ericales	Clethraceae	Clethra alnifolia	species	accepted
1669		Plantae	Tracheophyta	Spermatopsida	Ericales	Clethraceae	Clethraceae	family	accepted
1670		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Clinopodium	genus	accepted
1671		Plantae	Tracheophyta	Spermatopsida	Lamiales	Lamiaceae	Clinopodium vulgare	species	accepted
